start_id,end_id,relation_type,source
13,364,是,enhanced_extraction
15,365,是,enhanced_extraction
366,367,需要提交,enhanced_extraction
366,368,需要提交,enhanced_extraction
366,369,需要提交,enhanced_extraction
366,370,需要提交,enhanced_extraction
371,372,在受理申请之日起20日内,enhanced_extraction
371,373,对符合条件的,enhanced_extraction
371,374,对不符合条件的,enhanced_extraction
363,79,类型,enhanced_extraction
1,96,类型,enhanced_extraction
364,96,类型,enhanced_extraction
375,35,类型,enhanced_extraction
376,35,类型,enhanced_extraction
377,237,类型,enhanced_extraction
378,237,类型,enhanced_extraction
379,96,类型,enhanced_extraction
380,381,类型,enhanced_extraction
9,382,类型,enhanced_extraction
11,383,类型,enhanced_extraction
102,96,类型,enhanced_extraction
13,96,类型,enhanced_extraction
15,35,类型,enhanced_extraction
1,363,行驶主体,enhanced_extraction
364,363,承办机构,enhanced_extraction
365,376,实施依据,enhanced_extraction
371,1,受理,enhanced_extraction
9,384,涉及,enhanced_extraction
9,385,涉及,enhanced_extraction
11,12,是,enhanced_extraction
102,197,是,enhanced_extraction
13,31,是,enhanced_extraction
384,385,需要,enhanced_extraction
233,9,行使主体,enhanced_extraction
9,386,依据,enhanced_extraction
387,388,针对,enhanced_extraction
387,386,依据,enhanced_extraction
388,389,违规行为,enhanced_extraction
390,387,执行,enhanced_extraction
386,387,依据,enhanced_extraction
387,391,罚款金额范围,enhanced_extraction
386,392,名称,enhanced_extraction
393,96,类型,enhanced_extraction
394,395,类型,enhanced_extraction
396,45,类型,enhanced_extraction
397,398,类型,enhanced_extraction
397,396,实施细则,enhanced_extraction
399,400,实施者,enhanced_extraction
9,401,包括,enhanced_extraction
11,12,是,enhanced_extraction
102,1,是,enhanced_extraction
13,103,是,enhanced_extraction
15,104,是,enhanced_extraction
9,402,描述,enhanced_extraction
11,12,类型,enhanced_extraction
102,1,执行,enhanced_extraction
13,103,负责,enhanced_extraction
15,104,依据,enhanced_extraction
403,12,导致,enhanced_extraction
404,405,类型,enhanced_extraction
406,407,处罚,enhanced_extraction
408,407,处罚,enhanced_extraction
9,409,涉及,enhanced_extraction
11,308,是,enhanced_extraction
13,410,是,enhanced_extraction
411,412,管理,enhanced_extraction
410,13,属于,enhanced_extraction
413,9,是实施依据,enhanced_extraction
413,414,是司法部令,enhanced_extraction
410,411,属于,enhanced_extraction
412,411,由,enhanced_extraction
9,12,涉及,enhanced_extraction
11,12,是,enhanced_extraction
102,30,是,enhanced_extraction
13,159,是,enhanced_extraction
15,415,是,enhanced_extraction
30,416,负责,enhanced_extraction
159,416,负责,enhanced_extraction
417,45,类型,enhanced_extraction
418,417,制定,enhanced_extraction
419,418,受监管,enhanced_extraction
420,9,行使主体,enhanced_extraction
421,9,承办机构,enhanced_extraction
422,9,实施依据,enhanced_extraction
423,424,给予警告,enhanced_extraction
423,425,可以处,enhanced_extraction
423,426,可以处,enhanced_extraction
423,427,处,enhanced_extraction
427,426,可以处,enhanced_extraction
428,429,根据,enhanced_extraction
428,430,根据,enhanced_extraction
428,431,按照,enhanced_extraction
420,432,类型,enhanced_extraction
421,432,类型,enhanced_extraction
422,45,类型,enhanced_extraction
433,434,不得,enhanced_extraction
9,435,包括,enhanced_extraction
11,218,是,enhanced_extraction
102,436,是,enhanced_extraction
13,437,是,enhanced_extraction
15,438,是,enhanced_extraction
439,440,主管,enhanced_extraction
441,442,负责,enhanced_extraction
443,444,负责,enhanced_extraction
445,442,负责,enhanced_extraction
436,235,类型,enhanced_extraction
437,43,类型,enhanced_extraction
439,235,类型,enhanced_extraction
438,35,类型,enhanced_extraction
411,218,行使主体,enhanced_extraction
410,218,承办机构,enhanced_extraction
446,218,实施依据,enhanced_extraction
447,448,指导和支持,enhanced_extraction
447,449,纳入年度考核内容,enhanced_extraction
447,450,进行惩戒,enhanced_extraction
447,451,指导和支持,enhanced_extraction
451,447,考核,enhanced_extraction
9,452,包括,enhanced_extraction
11,12,是,enhanced_extraction
102,110,是,enhanced_extraction
13,111,包括,enhanced_extraction
13,112,包括,enhanced_extraction
453,454,规定,enhanced_extraction
110,452,行驶主体,enhanced_extraction
111,452,承办机构,enhanced_extraction
112,452,承办机构,enhanced_extraction
197,455,包含,enhanced_extraction
456,457,不符合,enhanced_extraction
458,457,不符合,enhanced_extraction
456,459,违反,enhanced_extraction
458,459,违反,enhanced_extraction
164,158,行驶,enhanced_extraction
460,158,承办,enhanced_extraction
461,134,责令改正,enhanced_extraction
461,462,给予,enhanced_extraction
461,463,可以依法,enhanced_extraction
461,464,可以依法,enhanced_extraction
465,466,依法给予,enhanced_extraction
467,466,依法给予,enhanced_extraction
468,469,依法吊销,enhanced_extraction
470,471,依法追究,enhanced_extraction
164,460,包含,enhanced_extraction
472,473,进行施工,enhanced_extraction
81,9,承办机构,enhanced_extraction
474,9,承办机构,enhanced_extraction
475,9,实施依据,enhanced_extraction
476,12,执行对象,enhanced_extraction
477,478,必须按照,enhanced_extraction
479,478,必须按照,enhanced_extraction
480,478,必须按照,enhanced_extraction
476,481,违反,enhanced_extraction
476,482,违反,enhanced_extraction
476,483,违反,enhanced_extraction
476,484,违反,enhanced_extraction
476,485,违反,enhanced_extraction
474,12,执行主体,enhanced_extraction
30,486,行使主体,enhanced_extraction
487,6,类型,enhanced_extraction
488,6,类型,enhanced_extraction
30,487,行使依据,enhanced_extraction
30,488,行使依据,enhanced_extraction
489,490,包括,enhanced_extraction
491,492,实施依据,enhanced_extraction
492,493,负责,enhanced_extraction
492,494,负责,enhanced_extraction
489,495,实行,enhanced_extraction
496,497,应在,enhanced_extraction
498,492,报送对象,enhanced_extraction
499,500,行使主体,enhanced_extraction
491,501,实施依据,enhanced_extraction
502,501,实施依据,enhanced_extraction
9,12,权力类型,enhanced_extraction
30,12,行驶主体,enhanced_extraction
159,12,承办机构,enhanced_extraction
503,12,实施依据,enhanced_extraction
504,505,予以取缔,enhanced_extraction
506,507,责令改正,enhanced_extraction
506,508,没收,enhanced_extraction
506,509,情节严重,enhanced_extraction
9,12,是,enhanced_extraction
11,12,是,enhanced_extraction
30,159,包含,enhanced_extraction
504,510,罚款,enhanced_extraction
506,511,罚款,enhanced_extraction
506,508,有,enhanced_extraction
506,512,撤销,enhanced_extraction
9,513,描述,enhanced_extraction
514,515,类型,enhanced_extraction
516,517,类型,enhanced_extraction
518,96,类型,enhanced_extraction
519,122,类型,enhanced_extraction
520,35,类型,enhanced_extraction
521,35,类型,enhanced_extraction
522,35,类型,enhanced_extraction
518,513,行使权力,enhanced_extraction
519,513,执行,enhanced_extraction
520,523,条款,enhanced_extraction
521,524,条款,enhanced_extraction
9,525,包括,enhanced_extraction
11,308,是,enhanced_extraction
13,526,是,enhanced_extraction
15,527,是,enhanced_extraction
528,529,包括,enhanced_extraction
528,530,包括,enhanced_extraction
528,531,包括,enhanced_extraction
528,532,包括,enhanced_extraction
528,533,包括,enhanced_extraction
528,534,包括,enhanced_extraction
528,535,包括,enhanced_extraction
528,536,包括,enhanced_extraction
528,537,包括,enhanced_extraction
525,382,属于,enhanced_extraction
316,525,行使,enhanced_extraction
526,316,隶属于,enhanced_extraction
15,538,是,enhanced_extraction
528,539,包含,enhanced_extraction
528,540,需要,enhanced_extraction
541,9,行使主体,enhanced_extraction
9,542,包括,enhanced_extraction
11,218,为,enhanced_extraction
541,14,承办机构,enhanced_extraction
543,541,实施依据,enhanced_extraction
543,14,实施依据,enhanced_extraction
544,545,采取,enhanced_extraction
545,546,包括,enhanced_extraction
545,547,包括,enhanced_extraction
545,548,包括,enhanced_extraction
545,549,包括,enhanced_extraction
545,550,包括,enhanced_extraction
545,551,包括,enhanced_extraction
545,552,包括,enhanced_extraction
541,96,类型,enhanced_extraction
11,218,类型,enhanced_extraction
544,553,执行,enhanced_extraction
30,159,包含,enhanced_extraction
554,555,可以处,enhanced_extraction
554,30,受到处罚,enhanced_extraction
554,556,受法规约束,enhanced_extraction
557,558,与,enhanced_extraction
559,560,与,enhanced_extraction
559,561,与,enhanced_extraction
560,561,与,enhanced_extraction
562,563,类型,enhanced_extraction
197,96,类型,enhanced_extraction
564,565,类型,enhanced_extraction
566,565,类型,enhanced_extraction
567,45,类型,enhanced_extraction
12,11,类型,enhanced_extraction
197,568,行使主体,enhanced_extraction
564,568,承办机构,enhanced_extraction
566,568,承办机构,enhanced_extraction
567,569,实施依据,enhanced_extraction
570,571,违反,enhanced_extraction
1,3,执行主体,enhanced_extraction
1,4,执行主体,enhanced_extraction
570,571,被责令改正,enhanced_extraction
570,572,责令改正,enhanced_extraction
570,573,责令改正,enhanced_extraction
574,575,公示在,enhanced_extraction
576,12,倒卖、转让、出租、出借、涂改其麻醉药品和精神药品许可证明文件,enhanced_extraction
577,508,没收,enhanced_extraction
578,12,实施依据,enhanced_extraction
30,12,负责,enhanced_extraction
159,12,负责,enhanced_extraction
576,579,主体,enhanced_extraction
576,580,由原审批部门吊销,enhanced_extraction
576,508,没收,enhanced_extraction
152,24,处,enhanced_extraction
581,24,处,enhanced_extraction
582,471,依法追究,enhanced_extraction
583,584,违反,enhanced_extraction
583,585,使用,enhanced_extraction
583,586,未按照,enhanced_extraction
583,587,对患有或者疑似患有,enhanced_extraction
21,462,给予,enhanced_extraction
21,588,责令暂停,enhanced_extraction
21,589,情节严重时,enhanced_extraction
14,12,承办,enhanced_extraction
590,591,行驶,enhanced_extraction
14,590,是下属机构,enhanced_extraction
462,592,是,enhanced_extraction
593,592,是,enhanced_extraction
589,592,是,enhanced_extraction
219,12,行使主体,enhanced_extraction
220,12,承办机构,enhanced_extraction
594,12,实施依据,enhanced_extraction
230,12,实施依据,enhanced_extraction
595,596,人员聚集场所,enhanced_extraction
597,596,人员聚集场所,enhanced_extraction
598,596,人员聚集场所,enhanced_extraction
599,596,人员聚集场所,enhanced_extraction
600,596,人员聚集场所,enhanced_extraction
601,596,人员聚集场所,enhanced_extraction
602,603,设置位置,enhanced_extraction
219,96,类型,enhanced_extraction
220,122,类型,enhanced_extraction
594,94,类型,enhanced_extraction
230,94,类型,enhanced_extraction
602,604,类型,enhanced_extraction
228,94,类型,enhanced_extraction
219,220,上级机构,enhanced_extraction
110,235,是,enhanced_extraction
111,235,是,enhanced_extraction
112,235,是,enhanced_extraction
605,35,是,enhanced_extraction
606,607,是,enhanced_extraction
111,110,隶属于,enhanced_extraction
112,110,隶属于,enhanced_extraction
111,605,执行,enhanced_extraction
112,605,执行,enhanced_extraction
608,609,从事,enhanced_extraction
193,608,责令改正,enhanced_extraction
193,608,给予警告,enhanced_extraction
193,610,可并处,enhanced_extraction
608,611,不如实记录,enhanced_extraction
608,611,随意取舍,enhanced_extraction
608,612,弄虚作假,enhanced_extraction
608,45,未执行,enhanced_extraction
608,35,未执行,enhanced_extraction
608,613,未执行,enhanced_extraction
197,12,行驶主体,enhanced_extraction
614,615,发布,enhanced_extraction
614,616,修正,enhanced_extraction
197,235,类型,enhanced_extraction
615,96,类型,enhanced_extraction
9,12,类型,enhanced_extraction
193,12,实施,enhanced_extraction
617,9,行驶主体,enhanced_extraction
14,9,承办机构,enhanced_extraction
618,462,给予,enhanced_extraction
619,466,给予,enhanced_extraction
620,466,受,enhanced_extraction
621,471,依法追究,enhanced_extraction
622,623,用于管理,enhanced_extraction
622,624,由,enhanced_extraction
622,623,管理,enhanced_extraction
541,69,包含,enhanced_extraction
541,625,包含,enhanced_extraction
69,79,行使,enhanced_extraction
625,79,行使,enhanced_extraction
626,12,属于,enhanced_extraction
627,12,属于,enhanced_extraction
628,12,属于,enhanced_extraction
321,12,属于,enhanced_extraction
629,12,属于,enhanced_extraction
630,12,行使主体,enhanced_extraction
631,12,承办机构,enhanced_extraction
632,12,承办机构,enhanced_extraction
633,462,给予,enhanced_extraction
633,634,给予,enhanced_extraction
633,508,没收,enhanced_extraction
633,635,罚款,enhanced_extraction
633,636,罚款,enhanced_extraction
633,467,罚款,enhanced_extraction
636,635,罚款对象,enhanced_extraction
467,635,罚款对象,enhanced_extraction
637,635,罚款对象,enhanced_extraction
637,638,五年内不得从事,enhanced_extraction
639,466,应当依法给予,enhanced_extraction
621,471,追究,enhanced_extraction
631,630,承办机构,enhanced_extraction
632,630,承办机构,enhanced_extraction
636,635,属于,enhanced_extraction
467,635,属于,enhanced_extraction
30,159,包含,enhanced_extraction
640,641,被修正,enhanced_extraction
642,643,监管,enhanced_extraction
644,643,监管,enhanced_extraction
261,643,监管,enhanced_extraction
645,643,监管,enhanced_extraction
646,643,监管,enhanced_extraction
647,643,监管,enhanced_extraction
648,643,监管,enhanced_extraction
649,643,监管,enhanced_extraction
650,643,监管,enhanced_extraction
125,643,监管,enhanced_extraction
642,644,执法,enhanced_extraction
642,261,执法,enhanced_extraction
642,645,执法,enhanced_extraction
642,646,执法,enhanced_extraction
642,647,执法,enhanced_extraction
642,648,执法,enhanced_extraction
642,649,执法,enhanced_extraction
642,650,执法,enhanced_extraction
642,125,执法,enhanced_extraction
9,651,是,enhanced_extraction
11,218,是,enhanced_extraction
102,590,是,enhanced_extraction
102,652,是,enhanced_extraction
13,14,是,enhanced_extraction
541,651,行驶主体,enhanced_extraction
14,541,隶属于,enhanced_extraction
102,80,是,enhanced_extraction
653,654,获得,enhanced_extraction
655,11,属于,enhanced_extraction
80,9,执行,enhanced_extraction
656,657,关系,enhanced_extraction
658,657,关系,enhanced_extraction
30,218,行使主体,enhanced_extraction
69,218,承办机构,enhanced_extraction
659,218,承办机构,enhanced_extraction
660,218,承办机构,enhanced_extraction
661,218,实施依据,enhanced_extraction
662,663,随机抽取,enhanced_extraction
662,664,随机选派,enhanced_extraction
665,666,检查对象,enhanced_extraction
665,658,检查对象,enhanced_extraction
667,668,公示方式,enhanced_extraction
669,670,被委托,enhanced_extraction
671,672,被委托,enhanced_extraction
