start_id,end_id,relation_type,source
24,1,包括,enhanced_extraction
9,74,是,enhanced_extraction
10,21,是,enhanced_extraction
12,21,是,enhanced_extraction
1,56,针对,enhanced_extraction
21,1,负责,enhanced_extraction
14,75,是,enhanced_extraction
24,1,包括,enhanced_extraction
1,61,包含,enhanced_extraction
9,3,是,enhanced_extraction
12,37,是,enhanced_extraction
14,40,来自,enhanced_extraction
1,3,类型,enhanced_extraction
37,76,类型,enhanced_extraction
77,63,类型,enhanced_extraction
24,78,类型,enhanced_extraction
61,17,类型,enhanced_extraction
9,79,类型,enhanced_extraction
14,80,类型,enhanced_extraction
1,37,实施主体,enhanced_extraction
1,40,依据,enhanced_extraction
1,20,包含事项,enhanced_extraction
9,3,是,enhanced_extraction
10,72,是,enhanced_extraction
12,32,是,enhanced_extraction
14,57,是,enhanced_extraction
1,3,类型,enhanced_extraction
20,81,类型,enhanced_extraction
9,3,类型,enhanced_extraction
1,20,包含,enhanced_extraction
72,1,执行,enhanced_extraction
32,1,被执行,enhanced_extraction
14,82,类型,enhanced_extraction
1,3,权力类型,enhanced_extraction
59,59,行驶主体,enhanced_extraction
59,59,承办机构,enhanced_extraction
1,5,实施依据,enhanced_extraction
24,1,包括,enhanced_extraction
1,29,涉及,enhanced_extraction
9,3,是,enhanced_extraction
10,11,是,enhanced_extraction
14,83,是,enhanced_extraction
11,3,行使,enhanced_extraction
1,84,涉及,enhanced_extraction
9,3,是,enhanced_extraction
14,40,是,enhanced_extraction
18,85,具有,enhanced_extraction
1,86,服务事项,enhanced_extraction
9,3,是,enhanced_extraction
10,32,是,enhanced_extraction
12,32,是,enhanced_extraction
14,8,是,enhanced_extraction
1,3,类型,enhanced_extraction
1,8,依据,enhanced_extraction
24,1,包括,enhanced_extraction
86,1,是,enhanced_extraction
59,1,执行,enhanced_extraction
3,9,是,enhanced_extraction
41,14,是,enhanced_extraction
24,1,包括,enhanced_extraction
1,58,涉及,enhanced_extraction
10,37,是,enhanced_extraction
12,37,是,enhanced_extraction
1,3,类型,enhanced_extraction
9,3,是,enhanced_extraction
14,23,是,enhanced_extraction
1,6,服务事项,enhanced_extraction
9,3,是,enhanced_extraction
10,32,是,enhanced_extraction
14,33,是,enhanced_extraction
1,3,类型,enhanced_extraction
10,87,类型,enhanced_extraction
14,88,类型,enhanced_extraction
1,33,依据,enhanced_extraction
1,3,类型,enhanced_extraction
11,1,行使主体,enhanced_extraction
11,1,承办机构,enhanced_extraction
41,1,实施依据,enhanced_extraction
1,6,服务事项,enhanced_extraction
10,52,是,enhanced_extraction
14,89,是,enhanced_extraction
1,3,类型,enhanced_extraction
6,90,类型,enhanced_extraction
52,1,行使,enhanced_extraction
9,90,类型,enhanced_extraction
52,89,实施依据,enhanced_extraction
24,91,包括,enhanced_extraction
9,65,是,enhanced_extraction
10,92,是,enhanced_extraction
12,92,是,enhanced_extraction
14,49,是,enhanced_extraction
4,1,负责,enhanced_extraction
4,93,依据,enhanced_extraction
25,1,针对,enhanced_extraction
1,3,权力类型,enhanced_extraction
1,94,行驶主体,enhanced_extraction
1,94,承办机构,enhanced_extraction
5,1,实施依据,enhanced_extraction
95,24,承办,enhanced_extraction
95,9,行使,enhanced_extraction
43,60,类型,enhanced_extraction
1,3,类型,enhanced_extraction
20,17,类型,enhanced_extraction
3,96,类型,enhanced_extraction
5,82,类型,enhanced_extraction
43,1,执行,enhanced_extraction
43,20,处理,enhanced_extraction
43,5,依据,enhanced_extraction
24,97,包括,enhanced_extraction
9,65,是,enhanced_extraction
10,98,是,enhanced_extraction
12,98,是,enhanced_extraction
14,99,是,enhanced_extraction
1,3,类型,enhanced_extraction
7,76,类型,enhanced_extraction
57,82,类型,enhanced_extraction
24,100,类型,enhanced_extraction
101,102,类型,enhanced_extraction
9,79,类型,enhanced_extraction
3,96,类型,enhanced_extraction
10,103,类型,enhanced_extraction
12,103,类型,enhanced_extraction
14,82,类型,enhanced_extraction
3,1,权力类型,enhanced_extraction
30,1,行驶主体,enhanced_extraction
30,1,承办机构,enhanced_extraction
1,3,类型,enhanced_extraction
104,1,导致,enhanced_extraction
40,1,是依据,enhanced_extraction
24,105,包括,enhanced_extraction
9,3,是,enhanced_extraction
10,27,是,enhanced_extraction
12,27,是,enhanced_extraction
105,17,是,enhanced_extraction
1,17,针对,enhanced_extraction
14,5,依据,enhanced_extraction
1,106,包含,enhanced_extraction
1,3,类型,enhanced_extraction
9,3,类型,enhanced_extraction
106,17,类型,enhanced_extraction
10,76,类型,enhanced_extraction
12,76,类型,enhanced_extraction
14,63,类型,enhanced_extraction
11,1,行使,enhanced_extraction
9,3,属于,enhanced_extraction
14,107,依据,enhanced_extraction
24,108,包括,enhanced_extraction
1,109,涉及问题,enhanced_extraction
9,110,是,enhanced_extraction
10,111,是,enhanced_extraction
12,98,是,enhanced_extraction
14,112,是,enhanced_extraction
9,3,是,enhanced_extraction
72,1,行驶主体,enhanced_extraction
7,1,承办机构,enhanced_extraction
1,24,是,enhanced_extraction
1,42,服务事项,enhanced_extraction
89,1,实施依据,enhanced_extraction
59,1,行使,enhanced_extraction
1,89,依据,enhanced_extraction
3,1,包含,enhanced_extraction
24,91,包括,enhanced_extraction
9,65,是,enhanced_extraction
10,111,是,enhanced_extraction
12,113,是,enhanced_extraction
14,99,是,enhanced_extraction
1,3,类型,enhanced_extraction
84,17,类型,enhanced_extraction
3,9,类型,enhanced_extraction
72,38,类型,enhanced_extraction
27,38,类型,enhanced_extraction
114,63,类型,enhanced_extraction
1,84,针对,enhanced_extraction
72,1,行使主体,enhanced_extraction
27,1,承办机构,enhanced_extraction
14,114,依据,enhanced_extraction
1,115,针对,enhanced_extraction
1,3,类型,enhanced_extraction
7,1,负责,enhanced_extraction
7,8,实施依据,enhanced_extraction
1,116,包含,enhanced_extraction
9,3,是,enhanced_extraction
10,94,是,enhanced_extraction
12,94,是,enhanced_extraction
14,15,是,enhanced_extraction
1,3,类型,enhanced_extraction
15,36,类型,enhanced_extraction
1,15,依据,enhanced_extraction
10,39,是,enhanced_extraction
12,39,是,enhanced_extraction
1,20,包含,enhanced_extraction
39,10,是,enhanced_extraction
39,12,是,enhanced_extraction
1,3,权力类型,enhanced_extraction
1,89,实施依据,enhanced_extraction
10,117,是,enhanced_extraction
12,117,是,enhanced_extraction
27,118,是,enhanced_extraction
27,119,是,enhanced_extraction
23,120,是,enhanced_extraction
10,27,是,enhanced_extraction
12,27,是,enhanced_extraction
58,1,引起,enhanced_extraction
9,3,包含,enhanced_extraction
37,10,作为,enhanced_extraction
37,12,作为,enhanced_extraction
24,121,包括,enhanced_extraction
9,110,是,enhanced_extraction
10,92,是,enhanced_extraction
12,122,是,enhanced_extraction
14,123,是,enhanced_extraction
4,124,行使主体,enhanced_extraction
4,124,承办机构,enhanced_extraction
124,8,依据,enhanced_extraction
24,29,包括,enhanced_extraction
9,3,是,enhanced_extraction
10,11,是,enhanced_extraction
12,11,是,enhanced_extraction
14,125,是,enhanced_extraction
1,31,涉及,enhanced_extraction
9,74,是,enhanced_extraction
37,9,具有,enhanced_extraction
14,126,是,enhanced_extraction
24,1,是,enhanced_extraction
14,93,是,enhanced_extraction
1,56,针对,enhanced_extraction
9,3,属于,enhanced_extraction
10,11,负责,enhanced_extraction
12,11,执行,enhanced_extraction
93,14,是,enhanced_extraction
9,3,是,enhanced_extraction
14,57,是,enhanced_extraction
127,1,是,enhanced_extraction
39,128,具有,enhanced_extraction
57,82,是,enhanced_extraction
1,106,包含,enhanced_extraction
9,3,是,enhanced_extraction
10,18,是,enhanced_extraction
12,18,是,enhanced_extraction
1,3,类型,enhanced_extraction
18,60,类型,enhanced_extraction
114,82,类型,enhanced_extraction
106,102,类型,enhanced_extraction
9,129,类型,enhanced_extraction
3,9,类型,enhanced_extraction
10,130,类型,enhanced_extraction
12,130,类型,enhanced_extraction
14,131,类型,enhanced_extraction
18,10,是,enhanced_extraction
18,12,是,enhanced_extraction
14,132,依据,enhanced_extraction
24,133,包括,enhanced_extraction
9,3,是,enhanced_extraction
10,30,是,enhanced_extraction
12,30,是,enhanced_extraction
1,3,类型,enhanced_extraction
133,17,类型,enhanced_extraction
30,134,类型,enhanced_extraction
3,9,类型,enhanced_extraction
24,78,类型,enhanced_extraction
9,135,类型,enhanced_extraction
10,134,类型,enhanced_extraction
12,134,类型,enhanced_extraction
30,1,行驶主体,enhanced_extraction
30,1,承办机构,enhanced_extraction
1,3,类型,enhanced_extraction
94,76,类型,enhanced_extraction
136,63,类型,enhanced_extraction
94,1,行驶主体,enhanced_extraction
94,1,承办机构,enhanced_extraction
1,136,实施依据,enhanced_extraction
1,20,包含,enhanced_extraction
9,3,是,enhanced_extraction
10,52,是,enhanced_extraction
12,52,是,enhanced_extraction
14,8,是,enhanced_extraction
1,3,类型,enhanced_extraction
52,76,类型,enhanced_extraction
55,36,类型,enhanced_extraction
20,81,类型,enhanced_extraction
9,79,类型,enhanced_extraction
3,9,类型,enhanced_extraction
10,79,类型,enhanced_extraction
12,79,类型,enhanced_extraction
14,79,类型,enhanced_extraction
55,14,是,enhanced_extraction
55,9,包含,enhanced_extraction
55,3,包含,enhanced_extraction
9,3,是,enhanced_extraction
12,137,是,enhanced_extraction
1,13,包含,enhanced_extraction
7,137,行驶主体,enhanced_extraction
107,1,作为实施依据,enhanced_extraction
21,1,行驶主体,enhanced_extraction
21,1,承办机构,enhanced_extraction
138,1,涉及,enhanced_extraction
1,3,权力类型,enhanced_extraction
21,1,负责,enhanced_extraction
1,107,依据,enhanced_extraction
3,1,权力类型,enhanced_extraction
27,1,承办机构,enhanced_extraction
42,1,违法行为,enhanced_extraction
1,93,依据,enhanced_extraction
27,1,执行,enhanced_extraction
39,139,负责,enhanced_extraction
72,140,负责,enhanced_extraction
77,141,涉及,enhanced_extraction
14,93,是,enhanced_extraction
1,16,针对,enhanced_extraction
9,3,属于,enhanced_extraction
10,52,负责,enhanced_extraction
12,52,负责,enhanced_extraction
52,9,行使,enhanced_extraction
52,14,依据,enhanced_extraction
1,61,包含,enhanced_extraction
10,4,是,enhanced_extraction
12,4,是,enhanced_extraction
14,8,是,enhanced_extraction
1,3,类型,enhanced_extraction
4,35,类型,enhanced_extraction
55,36,类型,enhanced_extraction
61,17,类型,enhanced_extraction
9,79,类型,enhanced_extraction
3,9,类型,enhanced_extraction
10,79,类型,enhanced_extraction
12,79,类型,enhanced_extraction
14,79,类型,enhanced_extraction
4,4,既是行驶主体也是承办机构,enhanced_extraction
1,3,权力类型,enhanced_extraction
24,91,包括,enhanced_extraction
9,65,是,enhanced_extraction
10,142,是,enhanced_extraction
12,142,是,enhanced_extraction
14,49,是,enhanced_extraction
1,84,包含,enhanced_extraction
9,3,是,enhanced_extraction
14,93,依据,enhanced_extraction
37,1,负责,enhanced_extraction
24,108,包括,enhanced_extraction
1,143,涉及,enhanced_extraction
9,65,是,enhanced_extraction
10,98,是,enhanced_extraction
12,98,是,enhanced_extraction
14,144,是,enhanced_extraction
1,3,类型,enhanced_extraction
7,76,类型,enhanced_extraction
40,63,类型,enhanced_extraction
24,78,类型,enhanced_extraction
7,7,既是行驶主体也是承办机构,enhanced_extraction
7,40,依据,enhanced_extraction
1,20,包含,enhanced_extraction
9,3,是,enhanced_extraction
10,39,是,enhanced_extraction
12,39,是,enhanced_extraction
14,93,是,enhanced_extraction
24,64,包括,enhanced_extraction
9,65,是,enhanced_extraction
10,145,是,enhanced_extraction
12,145,是,enhanced_extraction
14,146,是,enhanced_extraction
1,3,类型,enhanced_extraction
13,1,类型,enhanced_extraction
3,9,类型,enhanced_extraction
95,1,行使,enhanced_extraction
95,35,类型,enhanced_extraction
12,95,类型,enhanced_extraction
5,82,类型,enhanced_extraction
95,5,依据,enhanced_extraction
24,108,包括,enhanced_extraction
1,147,包含,enhanced_extraction
10,21,为,enhanced_extraction
14,15,为,enhanced_extraction
1,3,类型,enhanced_extraction
21,76,类型,enhanced_extraction
62,63,类型,enhanced_extraction
24,78,类型,enhanced_extraction
1,21,实施主体,enhanced_extraction
1,15,依据,enhanced_extraction
24,148,包括,enhanced_extraction
9,65,是,enhanced_extraction
10,98,是,enhanced_extraction
12,98,是,enhanced_extraction
14,49,是,enhanced_extraction
1,149,包含,enhanced_extraction
9,3,是,enhanced_extraction
7,93,依据,enhanced_extraction
24,150,包括,enhanced_extraction
9,65,是,enhanced_extraction
10,151,是,enhanced_extraction
12,151,是,enhanced_extraction
1,16,针对,enhanced_extraction
9,3,是,enhanced_extraction
10,52,是,enhanced_extraction
12,52,是,enhanced_extraction
24,91,包括,enhanced_extraction
9,65,是,enhanced_extraction
10,145,是,enhanced_extraction
12,145,是,enhanced_extraction
14,123,是,enhanced_extraction
1,3,类型,enhanced_extraction
95,8,实施依据,enhanced_extraction
3,1,权力类型,enhanced_extraction
95,1,行驶主体,enhanced_extraction
95,1,承办机构,enhanced_extraction
95,1,负责,enhanced_extraction
29,1,针对,enhanced_extraction
1,8,依据,enhanced_extraction
1,3,类型,enhanced_extraction
61,1,是,enhanced_extraction
59,1,行驶主体,enhanced_extraction
59,1,承办机构,enhanced_extraction
5,1,实施依据,enhanced_extraction
1,152,涉及,enhanced_extraction
9,3,是,enhanced_extraction
1,3,类型,enhanced_extraction
152,153,类型,enhanced_extraction
3,9,类型,enhanced_extraction
43,60,类型,enhanced_extraction
71,63,类型,enhanced_extraction
1,152,针对,enhanced_extraction
1,43,由,enhanced_extraction
14,41,依据,enhanced_extraction
30,1,行驶主体,enhanced_extraction
30,1,承办机构,enhanced_extraction
1,33,实施依据,enhanced_extraction
25,1,被环境执法处罚针对,enhanced_extraction
1,3,权力类型,enhanced_extraction
1,154,实施依据,enhanced_extraction
24,97,包括,enhanced_extraction
9,65,是,enhanced_extraction
10,155,是,enhanced_extraction
12,98,是,enhanced_extraction
14,49,是,enhanced_extraction
1,3,类型,enhanced_extraction
156,157,类型,enhanced_extraction
7,76,类型,enhanced_extraction
158,36,类型,enhanced_extraction
159,156,是,enhanced_extraction
160,93,是,enhanced_extraction
101,161,是,enhanced_extraction
24,29,包括,enhanced_extraction
9,3,是,enhanced_extraction
10,95,是,enhanced_extraction
12,95,是,enhanced_extraction
14,41,是,enhanced_extraction
1,3,类型,enhanced_extraction
29,17,类型,enhanced_extraction
3,9,类型,enhanced_extraction
95,35,类型,enhanced_extraction
71,36,类型,enhanced_extraction
24,162,类型,enhanced_extraction
9,9,类型,enhanced_extraction
10,35,类型,enhanced_extraction
12,35,类型,enhanced_extraction
14,160,类型,enhanced_extraction
95,1,行驶主体,enhanced_extraction
95,1,承办机构,enhanced_extraction
14,107,是,enhanced_extraction
17,105,描述,enhanced_extraction
10,59,是,enhanced_extraction
12,59,是,enhanced_extraction
59,3,实施,enhanced_extraction
9,3,类型,enhanced_extraction
24,1,类型,enhanced_extraction
10,7,是,enhanced_extraction
12,7,是,enhanced_extraction
3,1,包含,enhanced_extraction
7,10,职责,enhanced_extraction
7,12,职责,enhanced_extraction
3,9,类型,enhanced_extraction
1,3,类型,enhanced_extraction
163,17,类型,enhanced_extraction
3,9,类型,enhanced_extraction
4,164,类型,enhanced_extraction
165,14,类型,enhanced_extraction
4,4,行使主体,enhanced_extraction
4,4,承办机构,enhanced_extraction
1,20,包含,enhanced_extraction
1,3,类型,enhanced_extraction
20,81,类型,enhanced_extraction
4,35,类型,enhanced_extraction
136,36,类型,enhanced_extraction
9,129,类型,enhanced_extraction
3,9,类型,enhanced_extraction
10,130,类型,enhanced_extraction
14,131,类型,enhanced_extraction
20,1,导致,enhanced_extraction
3,9,属于,enhanced_extraction
4,10,担任,enhanced_extraction
33,14,作为,enhanced_extraction
3,1,权力类型,enhanced_extraction
57,3,实施依据,enhanced_extraction
166,1,违法行为,enhanced_extraction
95,3,执行者,enhanced_extraction
95,57,制定者,enhanced_extraction
9,3,是,enhanced_extraction
10,4,是,enhanced_extraction
1,3,是,enhanced_extraction
1,4,由,enhanced_extraction
133,1,是,enhanced_extraction
1,20,包含事项,enhanced_extraction
9,3,是,enhanced_extraction
10,11,是,enhanced_extraction
12,11,是,enhanced_extraction
14,23,是,enhanced_extraction
1,3,类型,enhanced_extraction
11,76,类型,enhanced_extraction
165,36,类型,enhanced_extraction
20,81,类型,enhanced_extraction
9,79,类型,enhanced_extraction
3,9,类型,enhanced_extraction
10,79,类型,enhanced_extraction
12,79,类型,enhanced_extraction
14,79,类型,enhanced_extraction
11,1,行驶主体,enhanced_extraction
11,1,承办机构,enhanced_extraction
24,133,包含,enhanced_extraction
1,3,权力类型,enhanced_extraction
1,37,行驶主体,enhanced_extraction
1,37,承办机构,enhanced_extraction
1,57,实施依据,enhanced_extraction
1,58,涉及,enhanced_extraction
14,93,是,enhanced_extraction
4,22,既是行驶主体也是承办机构,enhanced_extraction
1,6,包含,enhanced_extraction
9,3,是,enhanced_extraction
10,39,是,enhanced_extraction
12,39,是,enhanced_extraction
14,5,是,enhanced_extraction
6,1,属于,enhanced_extraction
39,1,负责,enhanced_extraction
5,14,作为,enhanced_extraction
11,1,行驶主体,enhanced_extraction
11,1,承办机构,enhanced_extraction
1,152,类型,enhanced_extraction
1,3,权力类型,enhanced_extraction
1,167,实施依据,enhanced_extraction
24,1,是,enhanced_extraction
1,86,包含,enhanced_extraction
9,3,包含,enhanced_extraction
14,89,引用,enhanced_extraction
24,46,包括,enhanced_extraction
9,168,是,enhanced_extraction
10,111,是,enhanced_extraction
12,48,是,enhanced_extraction
14,169,是,enhanced_extraction
1,3,属于,enhanced_extraction
160,15,是,enhanced_extraction
43,72,隶属于,enhanced_extraction
95,1,行驶主体,enhanced_extraction
95,1,承办机构,enhanced_extraction
166,1,违法行为,enhanced_extraction
1,3,处罚类型,enhanced_extraction
95,1,实施,enhanced_extraction
1,41,实施依据,enhanced_extraction
1,133,涉及事项,enhanced_extraction
9,3,是,enhanced_extraction
1,3,类型,enhanced_extraction
10,1,负责,enhanced_extraction
12,1,负责,enhanced_extraction
14,41,依据,enhanced_extraction
24,1,包括,enhanced_extraction
1,170,涉及内容,enhanced_extraction
9,3,是,enhanced_extraction
10,39,是,enhanced_extraction
14,8,来自,enhanced_extraction
39,171,类型,enhanced_extraction
1,3,类型,enhanced_extraction
55,36,类型,enhanced_extraction
24,172,类型,enhanced_extraction
39,1,实施,enhanced_extraction
1,55,基于,enhanced_extraction
24,46,包括,enhanced_extraction
9,47,是,enhanced_extraction
10,92,是,enhanced_extraction
12,92,是,enhanced_extraction
14,173,是,enhanced_extraction
24,9,属于,enhanced_extraction
4,1,负责,enhanced_extraction
163,17,是,enhanced_extraction
1,115,涉及,enhanced_extraction
9,3,类型,enhanced_extraction
10,94,行使,enhanced_extraction
12,174,负责,enhanced_extraction
14,57,依据,enhanced_extraction
24,1,包括,enhanced_extraction
10,7,为,enhanced_extraction
14,15,为,enhanced_extraction
1,15,依据,enhanced_extraction
7,1,执行,enhanced_extraction
24,46,包括,enhanced_extraction
9,110,是,enhanced_extraction
12,66,是,enhanced_extraction
14,144,是,enhanced_extraction
9,3,是,enhanced_extraction
1,163,包括,enhanced_extraction
39,1,执行,enhanced_extraction
1,61,包含,enhanced_extraction
9,3,是,enhanced_extraction
10,37,是,enhanced_extraction
14,89,是,enhanced_extraction
37,1,负责,enhanced_extraction
37,89,依据,enhanced_extraction
14,15,是,enhanced_extraction
1,149,针对,enhanced_extraction
59,1,执行,enhanced_extraction
1,3,权力类型,enhanced_extraction
1,15,实施依据,enhanced_extraction
115,1,受处罚事项,enhanced_extraction
1,3,权力类型,enhanced_extraction
94,1,实施,enhanced_extraction
1,167,依据,enhanced_extraction
1,61,包含,enhanced_extraction
9,3,是,enhanced_extraction
10,94,是,enhanced_extraction
12,94,是,enhanced_extraction
1,3,类型,enhanced_extraction
1,93,依据,enhanced_extraction
1,31,针对,enhanced_extraction
9,3,类型,enhanced_extraction
10,59,执行,enhanced_extraction
12,59,负责,enhanced_extraction
14,93,依据,enhanced_extraction
24,175,包括,enhanced_extraction
9,65,是,enhanced_extraction
10,176,是,enhanced_extraction
12,176,是,enhanced_extraction
14,173,是,enhanced_extraction
166,17,是,enhanced_extraction
177,36,是,enhanced_extraction
24,9,是,enhanced_extraction
9,3,是,enhanced_extraction
27,3,行驶主体,enhanced_extraction
27,3,承办机构,enhanced_extraction
1,115,涉及,enhanced_extraction
9,3,是,enhanced_extraction
59,1,行驶主体,enhanced_extraction
59,1,承办机构,enhanced_extraction
1,40,依据,enhanced_extraction
1,115,服务事项,enhanced_extraction
3,1,权力类型,enhanced_extraction
52,1,行驶主体,enhanced_extraction
52,1,承办机构,enhanced_extraction
1,3,类型,enhanced_extraction
52,1,执行,enhanced_extraction
1,41,依据,enhanced_extraction
24,178,包括,enhanced_extraction
9,65,是,enhanced_extraction
10,92,是,enhanced_extraction
12,92,是,enhanced_extraction
14,67,是,enhanced_extraction
4,179,行驶主体,enhanced_extraction
4,179,承办机构,enhanced_extraction
4,3,行使权力类型,enhanced_extraction
24,147,包括,enhanced_extraction
9,65,是,enhanced_extraction
10,180,是,enhanced_extraction
12,180,是,enhanced_extraction
14,146,是,enhanced_extraction
1,3,类型,enhanced_extraction
20,3,类型,enhanced_extraction
3,3,类型,enhanced_extraction
18,60,类型,enhanced_extraction
5,82,类型,enhanced_extraction
18,1,行驶主体,enhanced_extraction
18,1,承办机构,enhanced_extraction
18,20,行驶主体,enhanced_extraction
18,20,承办机构,enhanced_extraction
18,3,行驶主体,enhanced_extraction
18,3,承办机构,enhanced_extraction
24,100,是,enhanced_extraction
9,3,是,enhanced_extraction
10,30,是,enhanced_extraction
12,30,是,enhanced_extraction
100,149,状态,enhanced_extraction
100,57,依据,enhanced_extraction
1,20,包含,enhanced_extraction
14,15,是,enhanced_extraction
1,3,类型,enhanced_extraction
20,17,类型,enhanced_extraction
3,9,类型,enhanced_extraction
27,134,类型,enhanced_extraction
15,63,类型,enhanced_extraction
27,10,作为,enhanced_extraction
27,12,作为,enhanced_extraction
9,3,包含,enhanced_extraction
