case_id,stream,method,initial_errors,final_errors,error_reduction,clean_fact_preservation,overrepair_rate,triple_precision,triple_recall,triple_f1,exact_match,repair
environment-38fd486ef1b7,controlled,shacl_context_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-243394657c39,controlled,shacl_context_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-243394657c39,controlled,shacl_context_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-1872a3147127,controlled,base_raw,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-1872a3147127,controlled,base_gate,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-10a48db0d2e7,controlled,base_raw,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-10a48db0d2e7,controlled,base_gate,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-08f42137d50f,natural,shacl_context_raw,4.0,2.0,0.5,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,
government-08f42137d50f,natural,shacl_context_gate,4.0,2.0,0.5,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,
finance-39b9d6db8c9e,natural,diagnosis_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-39b9d6db8c9e,natural,diagnosis_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-3e0d22d382e3,natural,base_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-3e0d22d382e3,natural,base_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
government-3235e3648e32,natural,shacl_context_raw,7.0,2.0,0.7142857142857143,1.0,0.14285714285714285,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,
government-3235e3648e32,natural,shacl_context_gate,7.0,1.0,0.8571428571428571,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,
environment-3881a05cffa1,natural,shacl_context_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-3881a05cffa1,natural,shacl_context_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
government-123148e99b2a,controlled,shacl_context_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-123148e99b2a,controlled,shacl_context_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-2259afc0e111,controlled,base_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-2259afc0e111,controlled,base_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-131aae4a913e,controlled,base_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-131aae4a913e,controlled,base_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-0aada7eebec8,controlled,diagnosis_raw,4.0,2.0,0.5,0.8,0.3333333333333333,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,1.0
government-0aada7eebec8,controlled,diagnosis_gate,4.0,1.0,0.75,0.8,0.2,1.0,0.8571428571428571,0.923076923076923,0.0,1.0
environment-0c6bdf88582b,controlled,diagnosis_raw,4.0,1.0,0.75,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5
environment-0c6bdf88582b,controlled,diagnosis_gate,4.0,1.0,0.75,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5
government-27ceaef34223,natural,diagnosis_raw,7.0,2.0,0.7142857142857143,1.0,0.14285714285714285,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,
government-27ceaef34223,natural,diagnosis_gate,7.0,1.0,0.8571428571428571,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,
environment-47f0150f2fe7,natural,shacl_context_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-47f0150f2fe7,natural,shacl_context_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
government-2ae5e35394e4,controlled,base_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-2ae5e35394e4,controlled,base_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-0aada7eebec8,natural,diagnosis_raw,3.0,5.0,-0.6666666666666666,0.8,0.75,0.6666666666666666,0.5714285714285714,0.6153846153846153,0.0,
government-0aada7eebec8,natural,diagnosis_gate,3.0,4.0,-0.3333333333333333,0.8,0.6666666666666666,0.8,0.5714285714285714,0.6666666666666666,0.0,
finance-47fc6b850968,controlled,shacl_context_raw,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-47fc6b850968,controlled,shacl_context_gate,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-47fc6b850968,controlled,diagnosis_raw,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-47fc6b850968,controlled,diagnosis_gate,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-38fd486ef1b7,natural,shacl_context_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-38fd486ef1b7,natural,shacl_context_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-11d9ca639481,natural,shacl_context_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-11d9ca639481,natural,shacl_context_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-1c5352baae54,controlled,shacl_context_raw,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5
environment-1c5352baae54,controlled,shacl_context_gate,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5
environment-2fdd1fa18a3a,controlled,shacl_context_raw,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-2fdd1fa18a3a,controlled,shacl_context_gate,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-1c5e4f114bd3,natural,shacl_context_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-1c5e4f114bd3,natural,shacl_context_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
government-1e0b7611abe9,natural,diagnosis_raw,4.0,4.0,0.0,1.0,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,
government-1e0b7611abe9,natural,diagnosis_gate,4.0,4.0,0.0,1.0,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,
finance-396b0d02c4c1,controlled,diagnosis_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-396b0d02c4c1,controlled,diagnosis_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-1e0b7611abe9,controlled,base_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-1e0b7611abe9,controlled,base_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-1b02073ace3b,natural,shacl_context_raw,4.0,3.0,0.25,1.0,0.3333333333333333,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,
government-1b02073ace3b,natural,shacl_context_gate,4.0,3.0,0.25,1.0,0.3333333333333333,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,
finance-0599b493f8df,controlled,shacl_context_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-0599b493f8df,controlled,shacl_context_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-3973dc6cd196,natural,shacl_context_raw,4.0,4.0,0.0,1.0,0.5,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,
government-3973dc6cd196,natural,shacl_context_gate,4.0,4.0,0.0,1.0,0.5,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,
government-1d0146f05f63,natural,base_raw,4.0,2.0,0.5,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,
government-1d0146f05f63,natural,base_gate,4.0,1.0,0.75,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,
government-10a48db0d2e7,natural,base_raw,4.0,4.0,0.0,1.0,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,
government-10a48db0d2e7,natural,base_gate,4.0,3.0,0.25,1.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.0,
finance-40192c28bd08,controlled,shacl_context_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-40192c28bd08,controlled,shacl_context_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-181bbc50a53b,controlled,shacl_context_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-181bbc50a53b,controlled,shacl_context_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-2ff87373f537,controlled,shacl_context_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-2ff87373f537,controlled,shacl_context_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-181bbc50a53b,controlled,base_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-181bbc50a53b,controlled,base_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-2259afc0e111,controlled,shacl_context_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-2259afc0e111,controlled,shacl_context_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-0aada7eebec8,controlled,shacl_context_raw,4.0,1.0,0.75,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5
government-0aada7eebec8,controlled,shacl_context_gate,4.0,1.0,0.75,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5
government-2b05bdf976f6,natural,base_raw,7.0,4.0,0.42857142857142855,1.0,0.2857142857142857,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,
government-2b05bdf976f6,natural,base_gate,7.0,4.0,0.42857142857142855,1.0,0.2857142857142857,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,
government-28de1bc53024,natural,shacl_context_raw,4.0,4.0,0.0,1.0,0.5,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,
government-28de1bc53024,natural,shacl_context_gate,4.0,4.0,0.0,1.0,0.5,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,
government-2ff87373f537,natural,base_raw,3.0,2.0,0.3333333333333333,1.0,0.3333333333333333,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,
government-2ff87373f537,natural,base_gate,3.0,2.0,0.3333333333333333,1.0,0.3333333333333333,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,
finance-323400020ae8,controlled,base_raw,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-323400020ae8,controlled,base_gate,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-1e0b7611abe9,controlled,shacl_context_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-1e0b7611abe9,controlled,shacl_context_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-38fd486ef1b7,controlled,diagnosis_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-38fd486ef1b7,controlled,diagnosis_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-28de1bc53024,controlled,diagnosis_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-28de1bc53024,controlled,diagnosis_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-48ea238a01c0,controlled,shacl_context_raw,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-48ea238a01c0,controlled,shacl_context_gate,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-0940112f81b2,controlled,base_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-0940112f81b2,controlled,base_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-243394657c39,natural,diagnosis_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-243394657c39,natural,diagnosis_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
government-3235e3648e32,controlled,shacl_context_raw,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5
government-3235e3648e32,controlled,shacl_context_gate,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5
government-267561303433,natural,base_raw,2.0,4.0,-1.0,1.0,1.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,
government-267561303433,natural,base_gate,2.0,4.0,-1.0,1.0,1.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,
finance-323400020ae8,natural,shacl_context_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-323400020ae8,natural,shacl_context_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
government-27ceaef34223,natural,base_raw,7.0,2.0,0.7142857142857143,1.0,0.14285714285714285,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,
government-27ceaef34223,natural,base_gate,7.0,1.0,0.8571428571428571,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,
environment-0cc2a07302ce,controlled,base_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-0cc2a07302ce,controlled,base_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-31f9ee73acbf,natural,shacl_context_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-31f9ee73acbf,natural,shacl_context_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-4d5c3e883e7b,controlled,base_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-4d5c3e883e7b,controlled,base_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-40192c28bd08,natural,diagnosis_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-40192c28bd08,natural,diagnosis_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-4c4fd0e3970b,natural,diagnosis_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-4c4fd0e3970b,natural,diagnosis_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-0940112f81b2,controlled,diagnosis_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-0940112f81b2,controlled,diagnosis_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-39b9d6db8c9e,natural,shacl_context_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-39b9d6db8c9e,natural,shacl_context_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
government-0aada7eebec8,natural,base_raw,3.0,5.0,-0.6666666666666666,0.8,0.75,0.6666666666666666,0.5714285714285714,0.6153846153846153,0.0,
government-0aada7eebec8,natural,base_gate,3.0,4.0,-0.3333333333333333,0.8,0.6666666666666666,0.8,0.5714285714285714,0.6666666666666666,0.0,
government-08f42137d50f,controlled,shacl_context_raw,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-08f42137d50f,controlled,shacl_context_gate,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-0258ae926423,controlled,base_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-0258ae926423,controlled,base_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-2ae5e35394e4,controlled,shacl_context_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-2ae5e35394e4,controlled,shacl_context_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-28de1bc53024,natural,diagnosis_raw,4.0,4.0,0.0,1.0,0.5,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,
government-28de1bc53024,natural,diagnosis_gate,4.0,4.0,0.0,1.0,0.5,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,
environment-38fd486ef1b7,controlled,base_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-38fd486ef1b7,controlled,base_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-0ece511b91b7,natural,base_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-0ece511b91b7,natural,base_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-320f5d37ee44,controlled,diagnosis_raw,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-320f5d37ee44,controlled,diagnosis_gate,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-11d9ca639481,controlled,shacl_context_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-11d9ca639481,controlled,shacl_context_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-2f5191a50246,natural,base_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-2f5191a50246,natural,base_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-31f9ee73acbf,controlled,diagnosis_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-31f9ee73acbf,controlled,diagnosis_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-3bcd31489d79,controlled,diagnosis_raw,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-3bcd31489d79,controlled,diagnosis_gate,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-114d47ef5968,natural,diagnosis_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-114d47ef5968,natural,diagnosis_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
government-2b05bdf976f6,controlled,diagnosis_raw,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-2b05bdf976f6,controlled,diagnosis_gate,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-53794df293b9,natural,base_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-53794df293b9,natural,base_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-1d7bb07a73aa,controlled,base_raw,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-1d7bb07a73aa,controlled,base_gate,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-2f5191a50246,controlled,base_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-2f5191a50246,controlled,base_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-0c6bdf88582b,controlled,shacl_context_raw,4.0,1.0,0.75,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5
environment-0c6bdf88582b,controlled,shacl_context_gate,4.0,1.0,0.75,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5
environment-269d6428ec21,natural,diagnosis_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-269d6428ec21,natural,diagnosis_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
government-08f42137d50f,natural,diagnosis_raw,4.0,2.0,0.5,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,
government-08f42137d50f,natural,diagnosis_gate,4.0,2.0,0.5,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,
finance-39b9d6db8c9e,controlled,base_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-39b9d6db8c9e,controlled,base_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
