cohort,case_id,domain,variant,triples_changed,f1_change,improved,harmed,accepted
controlled,environment-6cce9316c04c,environment,no_profile_bounds,False,0.0,False,False,0
controlled,environment-6cce9316c04c,environment,no_rule_candidates,False,0.0,False,False,0
controlled,environment-6cce9316c04c,environment,no_source_score,False,0.0,False,False,0
controlled,environment-6cce9316c04c,environment,rule_only,False,0.0,False,False,0
controlled,environment-6cce9316c04c,environment,single_step,False,0.0,False,False,0
controlled,environment-6cce9316c04c,environment,uniform_always,False,0.0,False,False,0
controlled,environment-6db751ebec56,environment,learned_always,False,0.0,False,False,0
controlled,environment-6db751ebec56,environment,learned_trigger,False,0.0,False,False,0
controlled,environment-6db751ebec56,environment,no_cost,False,0.0,False,False,0
controlled,environment-6db751ebec56,environment,no_density,False,0.0,False,False,0
controlled,environment-6db751ebec56,environment,no_graph_score,False,0.0,False,False,0
controlled,environment-6db751ebec56,environment,no_local_score,False,0.0,False,False,0
controlled,environment-6db751ebec56,environment,no_prior,False,0.0,False,False,0
controlled,environment-6db751ebec56,environment,no_profile_bounds,False,0.0,False,False,0
controlled,environment-6db751ebec56,environment,no_rule_candidates,False,0.0,False,False,0
